Disease,Disease Code,State,Year,Gender,Age,Age Code,STD Cases,Population,Rate per 100K
Chlamydia,274,South Dakota,2003,Male,Unknown,99,8,,
Chlamydia,274,South Dakota,2004,Male,0-14 years,0-14,5,79982,6.25
Chlamydia,274,South Dakota,2004,Male,15-19 years,15-19,150,30870,485.91
Chlamydia,274,South Dakota,2004,Male,20-24 years,20-24,322,31783,1013.12
Chlamydia,274,South Dakota,2004,Male,25-29 years,25-29,136,25116,541.49
Chlamydia,274,South Dakota,2004,Male,30-34 years,30-34,54,22608,238.85
Chlamydia,274,South Dakota,2004,Male,35-39 years,35-39,18,23929,75.22
Chlamydia,274,South Dakota,2004,Male,40+ years,40+,23,168961,13.61
Chlamydia,274,South Dakota,2005,Male,0-14 years,0-14,7,78880,8.87
Chlamydia,274,South Dakota,2005,Male,15-19 years,15-19,191,30377,628.76
Chlamydia,274,South Dakota,2005,Male,20-24 years,20-24,330,31829,1036.79
Chlamydia,274,South Dakota,2005,Male,25-29 years,25-29,139,26256,529.4
Chlamydia,274,South Dakota,2005,Male,30-34 years,30-34,49,22431,218.45
Chlamydia,274,South Dakota,2005,Male,35-39 years,35-39,35,23788,147.13
Chlamydia,274,South Dakota,2005,Male,40+ years,40+,15,172059,8.72
Chlamydia,274,South Dakota,2005,Male,Unknown,99,8,,
Chlamydia,274,South Dakota,2006,Male,0-14 years,0-14,2,81786,2.45
Chlamydia,274,South Dakota,2006,Male,15-19 years,15-19,159,29703,535.3
Chlamydia,274,South Dakota,2006,Male,20-24 years,20-24,269,31628,850.51
Chlamydia,274,South Dakota,2006,Male,25-29 years,25-29,131,26881,487.33
Chlamydia,274,South Dakota,2006,Male,30-34 years,30-34,62,22528,275.21
Chlamydia,274,South Dakota,2006,Male,35-39 years,35-39,37,23646,156.47
Chlamydia,274,South Dakota,2006,Male,40+ years,40+,32,174406,18.35
Chlamydia,274,South Dakota,2006,Male,Unknown,99,17,,
Chlamydia,274,South Dakota,2007,Male,0-14 years,0-14,3,82694,3.63
Chlamydia,274,South Dakota,2007,Male,15-19 years,15-19,174,29889,582.15
Chlamydia,274,South Dakota,2007,Male,20-24 years,20-24,316,30815,1025.47
Chlamydia,274,South Dakota,2007,Male,25-29 years,25-29,136,28132,483.44
Chlamydia,274,South Dakota,2007,Male,30-34 years,30-34,47,22985,204.48
Chlamydia,274,South Dakota,2007,Male,35-39 years,35-39,21,23910,87.83
Chlamydia,274,South Dakota,2007,Male,40+ years,40+,22,178387,12.33
Chlamydia,274,South Dakota,2007,Male,Unknown,99,6,,
Chlamydia,274,South Dakota,2008,Male,0-14 years,0-14,3,83711,3.58
Chlamydia,274,South Dakota,2008,Male,15-19 years,15-19,167,29549,565.16
Chlamydia,274,South Dakota,2008,Male,20-24 years,20-24,322,31078,1036.1
Chlamydia,274,South Dakota,2008,Male,25-29 years,25-29,163,28456,572.81
Chlamydia,274,South Dakota,2008,Male,30-34 years,30-34,64,23593,271.27
Chlamydia,274,South Dakota,2008,Male,35-39 years,35-39,26,23641,109.98
Chlamydia,274,South Dakota,2008,Male,40+ years,40+,19,180833,10.51
Chlamydia,274,South Dakota,2008,Male,Unknown,99,3,,
Chlamydia,274,South Dakota,2009,Male,0-14 years,0-14,1,84643,1.18
Chlamydia,274,South Dakota,2009,Male,15-19 years,15-19,149,30147,494.25
Chlamydia,274,South Dakota,2009,Male,20-24 years,20-24,321,32905,975.54
Chlamydia,274,South Dakota,2009,Male,25-29 years,25-29,193,29523,653.73
Chlamydia,274,South Dakota,2009,Male,30-34 years,30-34,71,24179,293.64
Chlamydia,274,South Dakota,2009,Male,35-39 years,35-39,24,23237,103.28
Chlamydia,274,South Dakota,2009,Male,40+ years,40+,29,181286,16
Chlamydia,274,South Dakota,2010,Male,0-14 years,0-14,5,86757,5.76
Chlamydia,274,South Dakota,2010,Male,15-19 years,15-19,194,29682,653.6
Chlamydia,274,South Dakota,2010,Male,20-24 years,20-24,395,29663,1331.63
Chlamydia,274,South Dakota,2010,Male,25-29 years,25-29,158,28958,545.62
Chlamydia,274,South Dakota,2010,Male,30-34 years,30-34,90,25625,351.22
Chlamydia,274,South Dakota,2010,Male,35-39 years,35-39,28,23276,120.3
Chlamydia,274,South Dakota,2010,Male,40+ years,40+,12,183420,6.54
Chlamydia,274,South Dakota,2010,Male,Unknown,99,1,,
Chlamydia,274,South Dakota,2011,Male,0-14 years,0-14,3,87310,3.44
Chlamydia,274,South Dakota,2011,Male,15-19 years,15-19,189,29814,633.93
Chlamydia,274,South Dakota,2011,Male,20-24 years,20-24,376,30021,1252.46
Chlamydia,274,South Dakota,2011,Male,25-29 years,25-29,194,29267,662.86
Chlamydia,274,South Dakota,2011,Male,30-34 years,30-34,89,26906,330.78
Chlamydia,274,South Dakota,2011,Male,35-39 years,35-39,32,23400,136.75
Chlamydia,274,South Dakota,2011,Male,40+ years,40+,30,186459,16.09
Chlamydia,274,South Dakota,2011,Male,Unknown,99,1,,
Chlamydia,274,South Dakota,2012,Male,0-14 years,0-14,3,87879,3.41
Chlamydia,274,South Dakota,2012,Male,15-19 years,15-19,237,29558,801.81
Chlamydia,274,South Dakota,2012,Male,20-24 years,20-24,484,30819,1570.46
Chlamydia,274,South Dakota,2012,Male,25-29 years,25-29,222,29233,759.42
Chlamydia,274,South Dakota,2012,Male,30-34 years,30-34,101,27819,363.06
Chlamydia,274,South Dakota,2012,Male,35-39 years,35-39,37,23942,154.54
Chlamydia,274,South Dakota,2012,Male,40+ years,40+,39,189066,20.63
Chlamydia,274,South Dakota,2013,Male,0-14 years,0-14,3,89795,3.34
Chlamydia,274,South Dakota,2013,Male,15-19 years,15-19,221,29480,749.66
Chlamydia,274,South Dakota,2013,Male,20-24 years,20-24,472,31708,1488.58
Chlamydia,274,South Dakota,2013,Male,25-29 years,25-29,251,29119,861.98
Chlamydia,274,South Dakota,2013,Male,30-34 years,30-34,106,28646,370.03
Chlamydia,274,South Dakota,2013,Male,35-39 years,35-39,29,24498,118.38
Chlamydia,274,South Dakota,2013,Male,40+ years,40+,52,191132,27.21
Chlamydia,274,South Dakota,2014,Male,0-14 years,0-14,6,89795,6.68
Chlamydia,274,South Dakota,2014,Male,15-19 years,15-19,253,29480,858.21
Chlamydia,274,South Dakota,2014,Male,20-24 years,20-24,465,31708,1466.51
Chlamydia,274,South Dakota,2014,Male,25-29 years,25-29,268,29119,920.36
Chlamydia,274,South Dakota,2014,Male,30-34 years,30-34,125,28646,436.36
Chlamydia,274,South Dakota,2014,Male,35-39 years,35-39,52,24498,212.26
Chlamydia,274,South Dakota,2014,Male,40+ years,40+,55,191132,28.78
Chlamydia,274,Tennessee,1996,Male,0-14 years,0-14,29,571631,5.07
Chlamydia,274,Tennessee,1996,Male,15-19 years,15-19,1022,197199,518.26
Chlamydia,274,Tennessee,1996,Male,20-24 years,20-24,1178,186990,629.98
Chlamydia,274,Tennessee,1996,Male,25-29 years,25-29,472,199058,237.12
Chlamydia,274,Tennessee,1996,Male,30-34 years,30-34,217,213576,101.6
Chlamydia,274,Tennessee,1996,Male,35-39 years,35-39,109,217799,50.05
Chlamydia,274,Tennessee,1996,Male,40+ years,40+,91,1037293,8.77
Chlamydia,274,Tennessee,1996,Male,Unknown,99,2,,
Chlamydia,274,Tennessee,1997,Male,0-14 years,0-14,24,576810,4.16
Chlamydia,274,Tennessee,1997,Male,15-19 years,15-19,915,200388,456.61
Chlamydia,274,Tennessee,1997,Male,20-24 years,20-24,1128,185938,606.65
Chlamydia,274,Tennessee,1997,Male,25-29 years,25-29,470,202417,232.19
Chlamydia,274,Tennessee,1997,Male,30-34 years,30-34,180,210600,85.47
Chlamydia,274,Tennessee,1997,Male,35-39 years,35-39,98,219464,44.65
Chlamydia,274,Tennessee,1997,Male,40+ years,40+,78,1069105,7.3
Chlamydia,274,Tennessee,1997,Male,Unknown,99,3,,
Chlamydia,274,Tennessee,1998,Male,0-14 years,0-14,48,582860,8.24
Chlamydia,274,Tennessee,1998,Male,15-19 years,15-19,1009,202612,498
Chlamydia,274,Tennessee,1998,Male,20-24 years,20-24,1182,188131,628.29
Chlamydia,274,Tennessee,1998,Male,25-29 years,25-29,473,204470,231.33
Chlamydia,274,Tennessee,1998,Male,30-34 years,30-34,215,207208,103.76
Chlamydia,274,Tennessee,1998,Male,35-39 years,35-39,114,221252,51.52
Chlamydia,274,Tennessee,1998,Male,40+ years,40+,118,1095805,10.77
Chlamydia,274,Tennessee,1998,Male,Unknown,99,6,,
Chlamydia,274,Tennessee,1999,Male,0-14 years,0-14,33,591847,5.58
Chlamydia,274,Tennessee,1999,Male,15-19 years,15-19,936,202798,461.54
Chlamydia,274,Tennessee,1999,Male,20-24 years,20-24,1227,191577,640.47
Chlamydia,274,Tennessee,1999,Male,25-29 years,25-29,496,204416,242.64
Chlamydia,274,Tennessee,1999,Male,30-34 years,30-34,189,205247,92.08
Chlamydia,274,Tennessee,1999,Male,35-39 years,35-39,133,223180,59.59
Chlamydia,274,Tennessee,1999,Male,40+ years,40+,106,1122175,9.45
Chlamydia,274,Tennessee,1999,Male,Unknown,99,12,,
Chlamydia,274,Tennessee,2000,Male,0-14 years,0-14,28,595179,4.7
Chlamydia,274,Tennessee,2000,Male,15-19 years,15-19,1028,201787,509.45
Chlamydia,274,Tennessee,2000,Male,20-24 years,20-24,1385,196811,703.72
Chlamydia,274,Tennessee,2000,Male,25-29 years,25-29,513,202090,253.85
Chlamydia,274,Tennessee,2000,Male,30-34 years,30-34,226,207520,108.91
Chlamydia,274,Tennessee,2000,Male,35-39 years,35-39,120,223160,53.77
Chlamydia,274,Tennessee,2000,Male,40+ years,40+,107,1150746,9.3
Chlamydia,274,Tennessee,2000,Male,Unknown,99,13,,
Chlamydia,274,Tennessee,2001,Male,0-14 years,0-14,29,597652,4.85
Chlamydia,274,Tennessee,2001,Male,15-19 years,15-19,966,200769,481.15
Chlamydia,274,Tennessee,2001,Male,20-24 years,20-24,1407,201226,699.21
Chlamydia,274,Tennessee,2001,Male,25-29 years,25-29,568,197825,287.12
Chlamydia,274,Tennessee,2001,Male,30-34 years,30-34,218,211028,103.3
Chlamydia,274,Tennessee,2001,Male,35-39 years,35-39,133,221326,60.09
Chlamydia,274,Tennessee,2001,Male,40+ years,40+,122,1172151,10.41
Chlamydia,274,Tennessee,2001,Male,Unknown,99,12,,
Chlamydia,274,Tennessee,2002,Male,0-14 years,0-14,24,600292,4
Chlamydia,274,Tennessee,2002,Male,15-19 years,15-19,895,200449,446.5
Chlamydia,274,Tennessee,2002,Male,20-24 years,20-24,1337,201387,663.9
Chlamydia,274,Tennessee,2002,Male,25-29 years,25-29,571,194527,293.53
Chlamydia,274,Tennessee,2002,Male,30-34 years,30-34,276,214008,128.97
Chlamydia,274,Tennessee,2002,Male,35-39 years,35-39,164,217635,75.36
Chlamydia,274,Tennessee,2002,Male,40+ years,40+,138,1197918,11.52
Chlamydia,274,Tennessee,2002,Male,Unknown,99,12,,
Chlamydia,274,Tennessee,2003,Male,0-14 years,0-14,24,595154,4.03
Chlamydia,274,Tennessee,2003,Male,15-19 years,15-19,1379,201703,683.68
Chlamydia,274,Tennessee,2003,Male,20-24 years,20-24,2278,209931,1085.12
Chlamydia,274,Tennessee,2003,Male,25-29 years,25-29,1092,198975,548.81
Chlamydia,274,Tennessee,2003,Male,30-34 years,30-34,473,214367,220.65
Chlamydia,274,Tennessee,2003,Male,35-39 years,35-39,232,213276,108.78
Chlamydia,274,Tennessee,2003,Male,40+ years,40+,223,1218989,18.29
Chlamydia,274,Tennessee,2003,Male,Unknown,99,10,,
Chlamydia,274,Tennessee,2004,Male,0-14 years,0-14,39,592311,6.58
Chlamydia,274,Tennessee,2004,Male,15-19 years,15-19,1541,203823,756.05
Chlamydia,274,Tennessee,2004,Male,20-24 years,20-24,2452,212124,1155.93
Chlamydia,274,Tennessee,2004,Male,25-29 years,25-29,1191,202904,586.98
Chlamydia,274,Tennessee,2004,Male,30-34 years,30-34,492,214567,229.3
Chlamydia,274,Tennessee,2004,Male,35-39 years,35-39,269,210900,127.55
Chlamydia,274,Tennessee,2004,Male,40+ years,40+,276,1249655,22.09
Chlamydia,274,Tennessee,2004,Male,Unknown,99,18,,
Chlamydia,274,Tennessee,2005,Male,0-14 years,0-14,49,588717,8.32
Chlamydia,274,Tennessee,2005,Male,15-19 years,15-19,1682,207284,811.45
Chlamydia,274,Tennessee,2005,Male,20-24 years,20-24,2609,213059,1224.54
Chlamydia,274,Tennessee,2005,Male,25-29 years,25-29,1193,209140,570.43
Chlamydia,274,Tennessee,2005,Male,30-34 years,30-34,524,211526,247.72
Chlamydia,274,Tennessee,2005,Male,35-39 years,35-39,247,212923,116
Chlamydia,274,Tennessee,2005,Male,40+ years,40+,312,1278017,24.41
Chlamydia,274,Tennessee,2005,Male,Unknown,99,3,,
Chlamydia,274,Tennessee,2006,Male,0-14 years,0-14,40,607517,6.58
Chlamydia,274,Tennessee,2006,Male,15-19 years,15-19,1810,208220,869.27
Chlamydia,274,Tennessee,2006,Male,20-24 years,20-24,2648,202161,1309.85
Chlamydia,274,Tennessee,2006,Male,25-29 years,25-29,1275,221759,574.95
Chlamydia,274,Tennessee,2006,Male,30-34 years,30-34,578,200193,288.72
Chlamydia,274,Tennessee,2006,Male,35-39 years,35-39,275,212927,129.15
Chlamydia,274,Tennessee,2006,Male,40+ years,40+,332,1298113,25.58
Chlamydia,274,Tennessee,2006,Male,Unknown,99,10,,
Chlamydia,274,Tennessee,2007,Male,0-14 years,0-14,47,620275,7.58
Chlamydia,274,Tennessee,2007,Male,15-19 years,15-19,1857,211783,876.84
Chlamydia,274,Tennessee,2007,Male,20-24 years,20-24,2727,201055,1356.35
Chlamydia,274,Tennessee,2007,Male,25-29 years,25-29,1373,224250,612.26
Chlamydia,274,Tennessee,2007,Male,30-34 years,30-34,621,200388,309.9
Chlamydia,274,Tennessee,2007,Male,35-39 years,35-39,296,217341,136.19
Chlamydia,274,Tennessee,2007,Male,40+ years,40+,337,1331026,25.32
Chlamydia,274,Tennessee,2007,Male,Unknown,99,4,,
Chlamydia,274,Tennessee,2008,Male,0-14 years,0-14,40,624515,6.4
Chlamydia,274,Tennessee,2008,Male,15-19 years,15-19,1978,211885,933.52
Chlamydia,274,Tennessee,2008,Male,20-24 years,20-24,2907,197198,1474.15
Chlamydia,274,Tennessee,2008,Male,25-29 years,25-29,1391,220186,631.74
Chlamydia,274,Tennessee,2008,Male,30-34 years,30-34,590,201523,292.77
Chlamydia,274,Tennessee,2008,Male,35-39 years,35-39,316,216838,145.73
Chlamydia,274,Tennessee,2008,Male,40+ years,40+,331,1356970,24.39
Chlamydia,274,Tennessee,2008,Male,Unknown,99,6,,
Chlamydia,274,Tennessee,2009,Male,0-14 years,0-14,40,632385,6.33
Chlamydia,274,Tennessee,2009,Male,15-19 years,15-19,2193,215901,1015.74
Chlamydia,274,Tennessee,2009,Male,20-24 years,20-24,3086,211181,1461.31
Chlamydia,274,Tennessee,2009,Male,25-29 years,25-29,1398,219779,636.09
Chlamydia,274,Tennessee,2009,Male,30-34 years,30-34,663,203108,326.43
Chlamydia,274,Tennessee,2009,Male,35-39 years,35-39,324,214109,151.32
Chlamydia,274,Tennessee,2009,Male,40+ years,40+,348,1372780,25.35
Chlamydia,274,Tennessee,2009,Male,Unknown,99,3,,
Chlamydia,274,Tennessee,2010,Male,0-14 years,0-14,29,633248,4.58
Chlamydia,274,Tennessee,2010,Male,15-19 years,15-19,2062,223002,924.65
Chlamydia,274,Tennessee,2010,Male,20-24 years,20-24,3053,212905,1433.97
Chlamydia,274,Tennessee,2010,Male,25-29 years,25-29,1383,206997,668.13
Chlamydia,274,Tennessee,2010,Male,30-34 years,30-34,616,201529,305.66
Chlamydia,274,Tennessee,2010,Male,35-39 years,35-39,290,209760,138.25
Chlamydia,274,Tennessee,2010,Male,40+ years,40+,305,1406063,21.69
Chlamydia,274,Tennessee,2010,Male,Unknown,99,10,,
Chlamydia,274,Tennessee,2011,Male,0-14 years,0-14,41,631738,6.49
Chlamydia,274,Tennessee,2011,Male,15-19 years,15-19,2198,218830,1004.43
Chlamydia,274,Tennessee,2011,Male,20-24 years,20-24,3582,220523,1624.32
Chlamydia,274,Tennessee,2011,Male,25-29 years,25-29,1614,207528,777.73
Chlamydia,274,Tennessee,2011,Male,30-34 years,30-34,745,205885,361.85
Chlamydia,274,Tennessee,2011,Male,35-39 years,35-39,334,201894,165.43
Chlamydia,274,Tennessee,2011,Male,40+ years,40+,387,1434533,26.98
Chlamydia,274,Tennessee,2011,Male,Unknown,99,4,,
Chlamydia,274,Tennessee,2012,Male,0-14 years,0-14,40,633877,6.31
Chlamydia,274,Tennessee,2012,Male,15-19 years,15-19,2404,216142,1112.23
Chlamydia,274,Tennessee,2012,Male,20-24 years,20-24,3885,228298,1701.72
Chlamydia,274,Tennessee,2012,Male,25-29 years,25-29,1736,209386,829.09
Chlamydia,274,Tennessee,2012,Male,30-34 years,30-34,824,208738,394.75
Chlamydia,274,Tennessee,2012,Male,35-39 years,35-39,384,199750,192.24
Chlamydia,274,Tennessee,2012,Male,40+ years,40+,477,1452572,32.84
Chlamydia,274,Tennessee,2012,Male,Unknown,99,4,,
Chlamydia,274,Tennessee,2013,Male,0-14 years,0-14,46,632526,7.27
Chlamydia,274,Tennessee,2013,Male,15-19 years,15-19,2044,214445,953.16
Chlamydia,274,Tennessee,2013,Male,20-24 years,20-24,3766,232538,1619.52
Chlamydia,274,Tennessee,2013,Male,25-29 years,25-29,1795,208739,859.93
Chlamydia,274,Tennessee,2013,Male,30-34 years,30-34,803,209870,382.62
Chlamydia,274,Tennessee,2013,Male,35-39 years,35-39,387,199117,194.36
Chlamydia,274,Tennessee,2013,Male,40+ years,40+,469,1469859,31.91
Chlamydia,274,Tennessee,2013,Male,Unknown,99,1,,
Chlamydia,274,Tennessee,2014,Male,0-14 years,0-14,25,632526,3.95
Chlamydia,274,Tennessee,2014,Male,15-19 years,15-19,1969,214445,918.18
Chlamydia,274,Tennessee,2014,Male,20-24 years,20-24,3876,232538,1666.82
Chlamydia,274,Tennessee,2014,Male,25-29 years,25-29,1968,208739,942.8
Chlamydia,274,Tennessee,2014,Male,30-34 years,30-34,849,209870,404.54
Chlamydia,274,Tennessee,2014,Male,35-39 years,35-39,431,199117,216.46
Chlamydia,274,Tennessee,2014,Male,40+ years,40+,467,1469859,31.77
Chlamydia,274,Tennessee,2014,Male,Unknown,99,2,,
Chlamydia,274,Texas,1996,Male,0-14 years,0-14,144,2374102,6.07
Chlamydia,274,Texas,1996,Male,15-19 years,15-19,1494,764188,195.5
Chlamydia,274,Texas,1996,Male,20-24 years,20-24,1806,720645,250.61
Chlamydia,274,Texas,1996,Male,25-29 years,25-29,844,757590,111.41
Chlamydia,274,Texas,1996,Male,30-34 years,30-34,494,837085,59.01
Chlamydia,274,Texas,1996,Male,35-39 years,35-39,244,832034,29.33
Chlamydia,274,Texas,1996,Male,40+ years,40+,198,3282846,6.03
Chlamydia,274,Texas,1996,Male,Unknown,99,681,,
Chlamydia,274,Texas,1997,Male,0-14 years,0-14,123,2408950,5.11
Chlamydia,274,Texas,1997,Male,15-19 years,15-19,1832,792240,231.24
Chlamydia,274,Texas,1997,Male,20-24 years,20-24,2368,732849,323.12
Chlamydia,274,Texas,1997,Male,25-29 years,25-29,1155,773088,149.4
Chlamydia,274,Texas,1997,Male,30-34 years,30-34,607,821721,73.87
Chlamydia,274,Texas,1997,Male,35-39 years,35-39,308,842390,36.56
Chlamydia,274,Texas,1997,Male,40+ years,40+,308,3402777,9.05
Chlamydia,274,Texas,1997,Male,Unknown,99,1415,,
Chlamydia,274,Texas,1998,Male,0-14 years,0-14,175,2451719,7.14
Chlamydia,274,Texas,1998,Male,15-19 years,15-19,2840,820789,346.01
Chlamydia,274,Texas,1998,Male,20-24 years,20-24,3593,749459,479.41
Chlamydia,274,Texas,1998,Male,25-29 years,25-29,1796,787384,228.1
Chlamydia,274,Texas,1998,Male,30-34 years,30-34,865,804959,107.46
Chlamydia,274,Texas,1998,Male,35-39 years,35-39,495,849722,58.25
Chlamydia,274,Texas,1998,Male,40+ years,40+,402,3522974,11.41
Chlamydia,274,Texas,1998,Male,Unknown,99,167,,
Chlamydia,274,Texas,1999,Male,0-14 years,0-14,203,2489300,8.15
Chlamydia,274,Texas,1999,Male,15-19 years,15-19,3221,838475,384.15
Chlamydia,274,Texas,1999,Male,20-24 years,20-24,3633,773252,469.83
Chlamydia,274,Texas,1999,Male,25-29 years,25-29,1785,800999,222.85
Chlamydia,274,Texas,1999,Male,30-34 years,30-34,823,795710,103.43
Chlamydia,274,Texas,1999,Male,35-39 years,35-39,472,853450,55.3
Chlamydia,274,Texas,1999,Male,40+ years,40+,350,3646832,9.6
Chlamydia,274,Texas,1999,Male,Unknown,99,110,,
Chlamydia,274,Texas,2000,Male,0-14 years,0-14,255,2552174,9.99
Chlamydia,274,Texas,2000,Male,15-19 years,15-19,3425,850561,402.68
Chlamydia,274,Texas,2000,Male,20-24 years,20-24,4227,797448,530.07
Chlamydia,274,Texas,2000,Male,25-29 years,25-29,1964,805324,243.88
Chlamydia,274,Texas,2000,Male,30-34 years,30-34,910,799247,113.86
Chlamydia,274,Texas,2000,Male,35-39 years,35-39,469,842068,55.7
Chlamydia,274,Texas,2000,Male,40+ years,40+,475,3759945,12.63
Chlamydia,274,Texas,2000,Male,Unknown,99,104,,
Chlamydia,274,Texas,2001,Male,0-14 years,0-14,216,2575530,8.39
Chlamydia,274,Texas,2001,Male,15-19 years,15-19,3399,854929,397.58
Chlamydia,274,Texas,2001,Male,20-24 years,20-24,4359,823298,529.46
Chlamydia,274,Texas,2001,Male,25-29 years,25-29,2023,810700,249.54
Chlamydia,274,Texas,2001,Male,30-34 years,30-34,966,819004,117.95
Chlamydia,274,Texas,2001,Male,35-39 years,35-39,498,836106,59.56
Chlamydia,274,Texas,2001,Male,40+ years,40+,461,3898248,11.83
Chlamydia,274,Texas,2001,Male,Unknown,99,111,,
Chlamydia,274,Texas,2002,Male,0-14 years,0-14,143,2605885,5.49
Chlamydia,274,Texas,2002,Male,15-19 years,15-19,3177,858284,370.16
Chlamydia,274,Texas,2002,Male,20-24 years,20-24,4458,841790,529.59
Chlamydia,274,Texas,2002,Male,25-29 years,25-29,1988,809886,245.47
Chlamydia,274,Texas,2002,Male,30-34 years,30-34,970,837256,115.86
Chlamydia,274,Texas,2002,Male,35-39 years,35-39,518,825030,62.79
Chlamydia,274,Texas,2002,Male,40+ years,40+,560,4047793,13.83
Chlamydia,274,Texas,2002,Male,Unknown,99,150,,
Chlamydia,274,Texas,2003,Male,0-14 years,0-14,142,2674544,5.31
Chlamydia,274,Texas,2003,Male,15-19 years,15-19,3050,856501,356.1
Chlamydia,274,Texas,2003,Male,20-24 years,20-24,4352,880006,494.54
Chlamydia,274,Texas,2003,Male,25-29 years,25-29,1944,825570,235.47
Chlamydia,274,Texas,2003,Male,30-34 years,30-34,951,853475,111.43
Chlamydia,274,Texas,2003,Male,35-39 years,35-39,517,817709,63.23
Chlamydia,274,Texas,2003,Male,40+ years,40+,551,4101589,13.43
Chlamydia,274,Texas,2003,Male,Unknown,99,87,,
Chlamydia,274,Texas,2004,Male,0-14 years,0-14,147,2685794,5.47
Chlamydia,274,Texas,2004,Male,15-19 years,15-19,3123,862207,362.21
Chlamydia,274,Texas,2004,Male,20-24 years,20-24,4884,900128,542.59
Chlamydia,274,Texas,2004,Male,25-29 years,25-29,2223,844117,263.35
Chlamydia,274,Texas,2004,Male,30-34 years,30-34,998,863812,115.53
Chlamydia,274,Texas,2004,Male,35-39 years,35-39,549,819061,67.03
Chlamydia,274,Texas,2004,Male,40+ years,40+,638,4226149,15.1
Chlamydia,274,Texas,2004,Male,Unknown,99,57,,
Chlamydia,274,Texas,2005,Male,0-14 years,0-14,119,2705692,4.4
Chlamydia,274,Texas,2005,Male,15-19 years,15-19,3207,872287,367.65
Chlamydia,274,Texas,2005,Male,20-24 years,20-24,5092,907035,561.39
Chlamydia,274,Texas,2005,Male,25-29 years,25-29,2398,864704,277.32
Chlamydia,274,Texas,2005,Male,30-34 years,30-34,1101,864368,127.38
Chlamydia,274,Texas,2005,Male,35-39 years,35-39,572,830387,68.88
Chlamydia,274,Texas,2005,Male,40+ years,40+,621,4343706,14.3
Chlamydia,274,Texas,2005,Male,Unknown,99,28,,
Chlamydia,274,Texas,2006,Male,0-14 years,0-14,130,2774474,4.69
Chlamydia,274,Texas,2006,Male,15-19 years,15-19,3668,894499,410.06
Chlamydia,274,Texas,2006,Male,20-24 years,20-24,5702,928636,614.02
Chlamydia,274,Texas,2006,Male,25-29 years,25-29,2923,919993,317.72
Chlamydia,274,Texas,2006,Male,30-34 years,30-34,1261,866453,145.54
Chlamydia,274,Texas,2006,Male,35-39 years,35-39,706,859504,82.14
Chlamydia,274,Texas,2006,Male,40+ years,40+,751,4470509,16.8
Chlamydia,274,Texas,2006,Male,Unknown,99,37,,
Chlamydia,274,Texas,2007,Male,0-14 years,0-14,125,2840480,4.4
Chlamydia,274,Texas,2007,Male,15-19 years,15-19,4323,900227,480.21
Chlamydia,274,Texas,2007,Male,20-24 years,20-24,6467,920288,702.72
Chlamydia,274,Texas,2007,Male,25-29 years,25-29,3434,950651,361.23
Chlamydia,274,Texas,2007,Male,30-34 years,30-34,1537,868294,177.01
Chlamydia,274,Texas,2007,Male,35-39 years,35-39,843,877897,96.02
Chlamydia,274,Texas,2007,Male,40+ years,40+,917,4568027,20.07
Chlamydia,274,Texas,2007,Male,Unknown,99,41,,
Chlamydia,274,Texas,2008,Male,0-14 years,0-14,130,2893787,4.49
Chlamydia,274,Texas,2008,Male,15-19 years,15-19,5435,908464,598.26
Chlamydia,274,Texas,2008,Male,20-24 years,20-24,7970,917289,868.87
Chlamydia,274,Texas,2008,Male,25-29 years,25-29,4273,972519,439.37
Chlamydia,274,Texas,2008,Male,30-34 years,30-34,1953,878532,222.3
Chlamydia,274,Texas,2008,Male,35-39 years,35-39,944,890986,105.95
Chlamydia,274,Texas,2008,Male,40+ years,40+,1065,4681981,22.75
Chlamydia,274,Texas,2008,Male,Unknown,99,42,,
Chlamydia,274,Texas,2009,Male,0-14 years,0-14,127,2979207,4.26
Chlamydia,274,Texas,2009,Male,15-19 years,15-19,5692,923299,616.49
Chlamydia,274,Texas,2009,Male,20-24 years,20-24,8657,937671,923.25
Chlamydia,274,Texas,2009,Male,25-29 years,25-29,4586,988574,463.9
Chlamydia,274,Texas,2009,Male,30-34 years,30-34,1982,896508,221.08
Chlamydia,274,Texas,2009,Male,35-39 years,35-39,1017,892360,113.97
Chlamydia,274,Texas,2009,Male,40+ years,40+,1218,4760473,25.59
Chlamydia,274,Texas,2009,Male,Unknown,99,23,,
Chlamydia,274,Texas,2010,Male,0-14 years,0-14,185,2930829,6.31
Chlamydia,274,Texas,2010,Male,15-19 years,15-19,6305,968686,650.88
Chlamydia,274,Texas,2010,Male,20-24 years,20-24,10285,932353,1103.12
Chlamydia,274,Texas,2010,Male,25-29 years,25-29,5186,938966,552.31
Chlamydia,274,Texas,2010,Male,30-34 years,30-34,2480,882887,280.9
Chlamydia,274,Texas,2010,Male,35-39 years,35-39,1169,876139,133.43
Chlamydia,274,Texas,2010,Male,40+ years,40+,1320,4942420,26.71
Chlamydia,274,Texas,2010,Male,Unknown,99,36,,
Chlamydia,274,Texas,2011,Male,0-14 years,0-14,163,2979721,5.47
Chlamydia,274,Texas,2011,Male,15-19 years,15-19,6864,971258,706.71
Chlamydia,274,Texas,2011,Male,20-24 years,20-24,11155,961071,1160.68
Chlamydia,274,Texas,2011,Male,25-29 years,25-29,5771,953115,605.49
Chlamydia,274,Texas,2011,Male,30-34 years,30-34,2663,912904,291.71
